Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2015-11-04 00:00:00-05:00,27.941492852594106,28.098072879515936,27.598834672935602,27.68506622314453,179544400,0.0,0.0
2015-11-05 00:00:00-05:00,27.76938704379076,27.960822378858207,27.388797580544164,27.55744171142578,158210800,0.13,0.0
2015-11-06 00:00:00-05:00,27.600739625393793,27.7602676033447,27.489070040828157,27.589344024658203,132169200,0.0,0.0
2015-11-09 00:00:00-05:00,27.566552692696586,27.76026572099454,27.359166335422724,27.477672576904297,135485600,0.0,0.0
2015-11-10 00:00:00-05:00,26.641285959563596,26.907926296468446,26.44985066779709,26.611658096313477,236511600,0.0,0.0
2015-11-11 00:00:00-05:00,26.52050239037382,26.759794350942972,26.256139761107512,26.46124839782715,180872000,0.0,0.0
2015-11-12 00:00:00-05:00,26.495434955210175,26.623057341380537,26.356416967964055,26.37236976623535,130102400,0.0,0.0
2015-11-13 00:00:00-05:00,26.25385851236256,26.338181429161892,25.5861170584472,25.602069854736328,183249600,0.0,0.0
2015-11-16 00:00:00-05:00,25.38329077256164,26.035079503863926,25.2966901170208,26.021406173706055,152426800,0.0,0.0
2015-11-17 00:00:00-05:00,26.19005033438498,26.2196782014127,25.82541370681937,25.90973663330078,110467600,0.0,0.0
2015-11-18 00:00:00-05:00,26.381479821812484,26.775742490572483,26.322225839573264,26.73016357421875,186698800,0.0,0.0
2015-11-19 00:00:00-05:00,26.809930892536478,27.290795996584695,26.609381201341616,27.069734573364258,173183200,0.0,0.0
2015-11-20 00:00:00-05:00,27.165454570870658,27.329541491615085,27.085690578487846,27.18824577331543,137148400,0.0,0.0
2015-11-23 00:00:00-05:00,27.18140340315706,27.286238050677035,26.74156003651227,26.834999084472656,129930000,0.0,0.0
2015-11-24 00:00:00-05:00,26.73927694075162,27.199630207737123,26.69141856191085,27.092517852783203,171212800,0.0,0.0
2015-11-25 00:00:00-05:00,27.16773115663915,27.172290092134297,26.87374241128205,26.89881134033203,85553200,0.0,0.0
2015-11-27 00:00:00-05:00,26.95807045813938,26.985418860138626,26.800820189412093,26.848678588867188,52185600,0.0,0.0
2015-11-30 00:00:00-05:00,26.889694725463926,27.213311329558056,26.834999671574888,26.960344314575195,156721200,0.0,0.0
2015-12-01 00:00:00-05:00,27.062897111005547,27.076570439469837,26.632169877136757,26.741559982299805,139409600,0.0,0.0
2015-12-02 00:00:00-05:00,26.741561889888217,26.917044398411555,26.454411539308293,26.499990463256836,133546400,0.0,0.0
2015-12-03 00:00:00-05:00,26.56152044078713,26.61621549009939,26.030517526654673,26.253856658935547,166278000,0.0,0.0
2015-12-04 00:00:00-05:00,26.274370626875946,27.17684684164984,26.233348901716933,27.126708984375,231108000,0.0,0.0
2015-12-07 00:00:00-05:00,27.115317375884725,27.315867082920384,26.84867527083757,26.955787658691406,128336800,0.0,0.0
2015-12-08 00:00:00-05:00,26.782585872596158,27.028716255586513,26.63217401991848,26.944395065307617,137238000,0.0,0.0
2015-12-09 00:00:00-05:00,26.80993613414546,26.821331736245888,26.2265174720785,26.34958267211914,185445600,0.0,0.0
2015-12-10 00:00:00-05:00,26.445296052757996,26.650404692985667,26.324510336491848,26.47492218017578,116850800,0.0,0.0
2015-12-11 00:00:00-05:00,26.25158228296062,26.297161206754737,25.71829983320212,25.793506622314453,187544800,0.0,0.0
2015-12-14 00:00:00-05:00,25.565607767626823,25.67955681245691,25.020931472436974,25.63397789001465,257274800,0.0,0.0
2015-12-15 00:00:00-05:00,25.510917121237803,25.706909651311012,25.148558191925797,25.180463790893555,213292400,0.0,0.0
2015-12-16 00:00:00-05:00,25.31264620031834,25.52231207066531,24.795318190417138,25.374177932739258,224954000,0.0,0.0
2015-12-17 00:00:00-05:00,25.529146802414385,25.581564135392135,24.83633804321289,24.83633804321289,179091200,0.0,0.0
2015-12-18 00:00:00-05:00,24.820387370674386,24.95940363705629,24.113901742600884,24.164039611816406,385813200,0.0,0.0
2015-12-21 00:00:00-05:00,24.448902940025285,24.469414669009353,24.05919747656967,24.460298538208008,190362400,0.0,0.0
2015-12-22 00:00:00-05:00,24.47625752044636,24.54918484657023,24.25975327130781,24.437515258789062,131157600,0.0,0.0
2015-12-23 00:00:00-05:00,24.44662790117645,24.806707308799588,24.43067510406527,24.752012252807617,130629600,0.0,0.0
2015-12-24 00:00:00-05:00,24.84089059251787,24.84089059251787,24.601596914256167,24.619829177856445,54281600,0.0,0.0
2015-12-28 00:00:00-05:00,24.51955885821079,24.542350062084715,24.198223400540368,24.344078063964844,106816800,0.0,0.0
2015-12-29 00:00:00-05:00,24.37597888004805,24.938887426279447,24.353189419370437,24.78163719177246,123724800,0.0,0.0
2015-12-30 00:00:00-05:00,24.745179012448844,24.772525674866888,24.426121287348796,24.458026885986328,100855200,0.0,0.0
2015-12-31 00:00:00-05:00,24.38737566767494,24.39193286454269,23.88827828251923,23.988554000854492,163649200,0.0,0.0
2016-01-04 00:00:00-05:00,23.384632722189433,24.01363219479734,23.245614691310056,24.00907325744629,270597600,0.0,0.0
2016-01-05 00:00:00-05:00,24.100227838190875,24.123017304004488,23.339048899922435,23.40741729736328,223164000,0.0,0.0
2016-01-06 00:00:00-05:00,22.917429507363295,23.329926198997697,22.760181020403945,22.9493350982666,273829600,0.0,0.0
2016-01-07 00:00:00-05:00,22.48898166597748,22.81943317270525,21.976211007364142,21.98076820373535,324377600,0.0,0.0
2016-01-08 00:00:00-05:00,22.459359014303622,22.586981397115576,22.051421196415916,22.097000122070312,283192000,0.0,0.0
2016-01-11 00:00:00-05:00,22.55507537310457,22.57558536764221,22.183600355049567,22.45479965209961,198957600,0.0,0.0
2016-01-12 00:00:00-05:00,22.915157669749547,22.94706326885541,22.525450337324838,22.780696868896484,196616800,0.0,0.0
2016-01-13 00:00:00-05:00,22.862735419756163,23.061007376196294,22.17448398007298,22.19499397277832,249758400,0.0,0.0
2016-01-14 00:00:00-05:00,22.32489565954363,22.899199793578802,21.818961644849335,22.680416107177734,252680400,0.0,0.0
2016-01-15 00:00:00-05:00,21.92380065967217,22.26792734242256,21.732367054152654,22.135746002197266,319335600,0.0,0.0
2016-01-19 00:00:00-05:00,22.42745482774617,22.482149889712918,21.76427046384128,22.02863311767578,212350800,0.0,0.0
2016-01-20 00:00:00-05:00,21.67311157221633,22.377317690156346,21.29024264856077,22.058259963989258,289337600,0.0,0.0
2016-01-21 00:00:00-05:00,22.11978405939024,22.306660389850972,21.636641308733974,21.946582794189453,208646000,0.0,0.0
2016-01-22 00:00:00-05:00,22.477590264432514,23.12254234166515,22.418338006920575,23.113426208496094,263202000,0.0,0.0
2016-01-25 00:00:00-05:00,23.136214301940914,23.13849376977934,22.609770248357155,22.662187576293945,207178000,0.0,0.0
2016-01-26 00:00:00-05:00,22.77385756921955,22.990360072215545,22.349966957296736,22.78753089904785,300308000,0.0,0.0
2016-01-27 00:00:00-05:00,21.88733492183741,22.02179397355512,21.272008975170593,21.290241241455078,533478800,0.0,0.0
2016-01-28 00:00:00-05:00,21.374565641066372,21.540930300877335,21.05550791401247,21.442934036254883,222715200,0.0,0.0
2016-01-29 00:00:00-05:00,21.602465952005872,22.183605194091797,21.502190209127164,22.183605194091797,257666000,0.0,0.0
2016-02-01 00:00:00-05:00,21.98532577140264,22.04002081807671,21.741474920689026,21.97620964050293,163774000,0.0,0.0
2016-02-02 00:00:00-05:00,21.74603569369185,21.887333137792492,21.486232005850763,21.53181266784668,149428800,0.0,0.0
2016-02-03 00:00:00-05:00,21.650313387184376,22.069644938201254,21.440647611675935,21.957975387573242,183857200,0.0,0.0
2016-02-04 00:00:00-05:00,21.964855461335766,22.301683795731215,21.811335611069314,22.134414672851562,185886800,0.13,0.0
2016-02-05 00:00:00-05:00,22.116086023980124,22.20774027660899,21.467635988877714,21.543249130249023,185672400,0.0,0.0
2016-02-08 00:00:00-05:00,21.339313843762778,21.92818994903095,21.31869256001237,21.77008819580078,216085600,0.0,0.0
2016-02-09 00:00:00-05:00,21.605115031607173,21.983187705515384,21.522626384639587,21.7655086517334,177324800,0.0,0.0
2016-02-10 00:00:00-05:00,21.97860134472823,22.077129341662967,21.561576235223804,21.600528717041016,169374400,0.0,0.0
2016-02-11 00:00:00-05:00,21.4905422353272,21.703637561504326,21.21557956546312,21.469919204711914,200298800,0.0,0.0
2016-02-12 00:00:00-05:00,21.582204956893847,21.65323617753607,21.31182585321622,21.536376953125,161405600,0.0,0.0
2016-02-16 00:00:00-05:00,21.772380602566255,22.191697565066097,21.67843627521228,22.143579483032227,196231600,0.0,0.0
2016-02-17 00:00:00-05:00,22.150453940342828,22.503321634494004,22.0313046498748,22.48270034790039,179452800,0.0,0.0
2016-02-18 00:00:00-05:00,22.64767331869196,22.65913075316289,22.01755288228997,22.056507110595703,156084000,0.0,0.0
2016-02-19 00:00:00-05:00,21.996937915047916,22.17108082969339,21.95111166032206,22.006103515625,141496800,0.0,0.0
2016-02-22 00:00:00-05:00,22.06796922403556,22.2031596478977,21.978606803245153,22.198575973510742,137123200,0.0,0.0
2016-02-23 00:00:00-05:00,22.08858409587147,22.11149721485612,21.66468527609928,21.69676399230957,127770400,0.0,0.0
2016-02-24 00:00:00-05:00,21.534085211663612,22.084007229415427,21.38285543307024,22.01984977722168,145022800,0.0,0.0
2016-02-25 00:00:00-05:00,22.00839416749768,22.171079635620117,21.825085662147615,22.171079635620117,110330800,0.0,0.0
2016-02-26 00:00:00-05:00,22.27189185971915,22.45978224142207,22.12982946633341,22.2054443359375,115964400,0.0,0.0
2016-02-29 00:00:00-05:00,22.19398558821712,22.507900734013745,22.145867514451314,22.155033111572266,140865200,0.0,0.0
2016-03-01 00:00:00-05:00,22.375008479532397,23.089907774077407,22.322306718331234,23.034915924072266,201628400,0.0,0.0
2016-03-02 00:00:00-05:00,23.03032958691997,23.117400145096642,22.830981765116597,23.0853214263916,132678400,0.0,0.0
2016-03-03 00:00:00-05:00,23.046370020277024,23.30529161850796,23.016581388549096,23.257173538208008,147822800,0.0,0.0
2016-03-04 00:00:00-05:00,23.45652240355183,23.7727276943905,23.22738767878662,23.603168487548828,184220400,0.0,0.0
2016-03-07 00:00:00-05:00,23.461102556273524,23.561922386963808,23.13343985468918,23.34195327758789,143315600,0.0,0.0
2016-03-08 00:00:00-05:00,23.092200944123988,23.316753779193835,23.00513036424276,23.149484634399414,126247600,0.0,0.0
2016-03-09 00:00:00-05:00,23.21363556940788,23.27550291650229,22.975335274997754,23.170101165771484,108806800,0.0,0.0
2016-03-10 00:00:00-05:00,23.236556022821517,23.42673653824437,22.947845746023315,23.181562423706055,134054400,0.0,0.0
2016-03-11 00:00:00-05:00,23.42673270247693,23.435898300828782,23.25717350336552,23.431316375732422,109632800,0.0,0.0
2016-03-14 00:00:00-04:00,23.3511199333587,23.580254651190533,23.321331301218695,23.490890502929688,100304400,0.0,0.0
2016-03-15 00:00:00-04:00,23.820851229322475,24.100395937228324,23.795646263976238,23.962915420532227,160270800,0.0,0.0
2016-03-16 00:00:00-04:00,23.969784928401094,24.35931328124073,23.965201254701256,24.281408309936523,153214000,0.0,0.0
2016-03-17 00:00:00-04:00,24.17830104445669,24.395980132804365,24.049986127980333,24.242460250854492,137682800,0.0,0.0
2016-03-18 00:00:00-04:00,24.36618703645583,24.402849433406523,24.102683488049777,24.26995086669922,176820800,0.0,0.0
2016-03-21 00:00:00-04:00,24.27224206641012,24.666354082488226,24.09122541957614,24.26766014099121,142010800,0.0,0.0
2016-03-22 00:00:00-04:00,24.116432064753482,24.58386715730788,24.10726646511602,24.45326042175293,129777600,0.0,0.0
2016-03-23 00:00:00-04:00,24.398266102328904,24.53345474993818,24.26536754327764,24.31806755065918,102814000,0.0,0.0
2016-03-24 00:00:00-04:00,24.16684502412334,24.345569869103933,24.033946434926634,24.212671279907227,104532000,0.0,0.0
2016-03-28 00:00:00-04:00,24.288276836117216,24.331812986083378,24.072889670801167,24.102678298950195,77645600,0.0,0.0
2016-03-29 00:00:00-04:00,24.033944932155674,24.698436088430956,24.031653095061902,24.67323112487793,124760400,0.0,0.0
